87 Sylvia |87 |Sylvia |N|N |253.051 ||2458000.5 |58000 |2017-Sep-04.0 |J2000 |.09256575228628887 |3.481233712386318 |3.158990694914888 |10.87660960453247 |73.05054603441823 |263.5290671019272 |1.865049924824405 |.1517414755967766 |2457988.209029996648 |2017-Aug-22.70903 |2372.456169838692 |2.17455 |3.1754E-8 |1.1363E-7 |4.0163E-6 |1.9701E-5 |3.1783E-5 |.00017829 |87 Sylvia |Sylvia |N|N |253.051 |2458000.5 |58000 |2017-Sep-04.0 |J2000 |.09256575228628887 |3.481233712386318 |3.158990694914888 |10.87660960453247 |73.05054603441823 |263.5290671019272 |1.865049924824405 |2457988.209029996648 |2017-Aug-22.70903 |2372.456169838692 |2.17455 |846.2696235 |3.1754E-8 |1.6213E-8 |1.1363E-7 |4.0163E-6 |1.9701E-5 |3.1783E-5 |.00017829 |1.6574E-5
3 Juno |3 |Juno |N|N |246.596 ||2458000.5 |58000 |2017-Sep-04.0 |J2000 |.256853452328373 |2.668531209360437 |1.9831097555902 |12.98996127586185 |169.8582922221972 |248.2064931516843 |259.2348903006959 |.2260974396170018 |2458446.171166688112 |2018-Nov-23.6711667 |1592.233864345491 |1.03493 |3.291E-8 |8.779E-8 |3.606E-6 |1.7946E-5 |1.9161E-5 |3.8031E-5 |3 Juno |Juno |N|N |246.596 |2458000.5 |58000 |2017-Sep-04.0 |J2000 |.256853452328373 |2.668531209360437 |1.9831097555902 |12.98996127586185 |169.8582922221972 |248.2064931516843 |259.2348903006959 |2458446.171166688112 |2018-Nov-23.6711667 |1592.233864345491 |1.03493 |402.7637081 |3.291E-8 |3.7579E-9 |8.779E-8 |3.606E-6 |1.7946E-5 |1.9161E-5 |3.8031E-5 |3.3633E-6
65 Cybele |65 |Cybele |N|N |237.26 ||2458000.5 |58000 |2017-Sep-04.0 |J2000 |.1114056670207255 |3.42828500191231 |3.04635462453712 |3.562744718876534 |155.6292653194391 |102.3723056856566 |168.0605236701177 |.1552704085714371 |2456918.126834267033 |2014-Sep-17.6268343 |2318.535793859076 |2.03447 |3.5658E-8 |1.2208E-7 |4.1769E-6 |6.0116E-5 |6.2661E-5 |.0001169 |65 Cybele |Cybele |N|N |237.26 |2458000.5 |58000 |2017-Sep-04.0 |J2000 |.1114056670207255 |3.42828500191231 |3.04635462453712 |3.562744718876534 |155.6292653194391 |102.3723056856566 |168.0605236701177 |2456918.126834267033 |2014-Sep-17.6268343 |2318.535793859076 |2.03447 |791.7546899 |3.5658E-8 |1.2068E-8 |1.2208E-7 |4.1769E-6 |6.0116E-5 |6.2661E-5 |.0001169 |1.2242E-5
88 Thisbe |88 |Thisbe |N|N |232 ||2458000.5 |58000 |2017-Sep-04.0 |J2000 |.1621196159280189 |2.770886717001255 |2.321671626660962 |5.21049799008758 |276.4950199039667 |35.98237872053303 |281.0443336871818 |.2136859253149398 |2458369.993995434888 |2018-Sep-08.4939954 |1684.715544411341 |1.30946 |2.6645E-8 |7.4204E-8 |3.1704E-6 |2.4453E-5 |2.6053E-5 |4.4022E-5 |88 Thisbe |Thisbe |N|N |232 |2458000.5 |58000 |2017-Sep-04.0 |J2000 |.1621196159280189 |2.770886717001255 |2.321671626660962 |5.21049799008758 |276.4950199039667 |35.98237872053303 |281.0443336871818 |2458369.993995434888 |2018-Sep-08.4939954 |1684.715544411341 |1.30946 |509.6025482 |2.6645E-8 |4.896E-9 |7.4204E-8 |3.1704E-6 |2.4453E-5 |2.6053E-5 |4.4022E-5 |4.4652E-6
15 Eunomia |15 |Eunomia |N|N |231.689 ||2458000.5 |58000 |2017-Sep-04.0 |J2000 |.1866984345652203 |2.644948289299894 |2.151140584181646 |11.73274409393278 |293.1409443529098 |97.75732193758807 |146.6503515099201 |.2291280691709832 |2457360.463394967185 |2015-Dec-03.963395 |1571.173716526873 |1.19419 |2.7213E-8 |7.147E-8 |2.5542E-6 |1.4114E-5 |1.5752E-5 |3.1812E-5 |15 Eunomia |Eunomia |N|N |231.689 |2458000.5 |58000 |2017-Sep-04.0 |J2000 |.1866984345652203 |2.644948289299894 |2.151140584181646 |11.73274409393278 |293.1409443529098 |97.75732193758807 |146.6503515099201 |2457360.463394967185 |2015-Dec-03.963395 |1571.173716526873 |1.19419 |464.7429223 |2.7213E-8 |3.3403E-9 |7.147E-8 |2.5542E-6 |1.4114E-5 |1.5752E-5 |3.1812E-5 |2.9763E-6
13 Egeria |13 |Egeria |N|N |222.792 ||2458000.5 |58000 |2017-Sep-04.0 |J2000 |.08377548386806408 |2.57686750052737 |2.3609891788068 |16.54021395281691 |43.23687942514976 |80.55480179025493 |44.59871122222897 |.2382681218867844 |2457813.321325534179 |2017-Feb-28.8213255 |1510.902915376392 |1.44133 |3.4098E-8 |8.7568E-8 |4.1672E-6 |1.3362E-5 |2.8374E-5 |.00010313 |13 Egeria |Egeria |N|N |222.792 |2458000.5 |58000 |2017-Sep-04.0 |J2000 |.08377548386806408 |2.57686750052737 |2.3609891788068 |16.54021395281691 |43.23687942514976 |80.55480179025493 |44.59871122222897 |2457813.321325534179 |2017-Feb-28.8213255 |1510.902915376392 |1.44133 |560.9223961 |3.4098E-8 |4.2151E-9 |8.7568E-8 |4.1672E-6 |1.3362E-5 |2.8374E-5 |.00010313 |3.7072E-6
324 Bamberga |324 |Bamberga |N|N |220.691 ||2458000.5 |58000 |2017-Sep-04.0 |J2000 |.3404644984533435 |2.681401354567029 |1.76847938723225 |11.10087043499299 |327.8600987627221 |44.31652658148083 |315.1645909564215 |.2244715664453587 |2458200.237587051999 |2018-Mar-22.7375871 |1603.766595924887 |.785404 |1.8767E-8 |5.0814E-8 |2.4041E-6 |1.163E-5 |1.2249E-5 |1.9811E-5 |324 Bamberga |Bamberga |N|N |220.691 |2458000.5 |58000 |2017-Sep-04.0 |J2000 |.3404644984533435 |2.681401354567029 |1.76847938723225 |11.10087043499299 |327.8600987627221 |44.31652658148083 |315.1645909564215 |2458200.237587051999 |2018-Mar-22.7375871 |1603.766595924887 |.785404 |305.65567468 |1.8767E-8 |3.387E-9 |5.0814E-8 |2.4041E-6 |1.163E-5 |1.2249E-5 |1.9811E-5 |3.0387E-6
48 Doris |48 |Doris |N|N |216.473 ||2458000.5 |58000 |2017-Sep-04.0 |J2000 |.07283651812876665 |3.111680418406513 |2.885036451200318 |6.547176597360888 |183.5646742260041 |253.3243241974667 |321.3410775914978 |.1795608255981016 |2458215.797085429033 |2018-Apr-07.2970854 |2004.891650508239 |1.90945 |3.0589E-8 |9.555E-8 |3.2115E-6 |3.109E-5 |3.9764E-5 |.00014074 |48 Doris |Doris |N|N |216.473 |2458000.5 |58000 |2017-Sep-04.0 |J2000 |.07283651812876665 |3.111680418406513 |2.885036451200318 |6.547176597360888 |183.5646742260041 |253.3243241974667 |321.3410775914978 |2458215.797085429033 |2018-Apr-07.2970854 |2004.891650508239 |1.90945 |743.1006565 |3.0589E-8 |9.013E-9 |9.555E-8 |3.2115E-6 |3.109E-5 |3.9764E-5 |.00014074 |8.7107E-6
375 Ursula (1893 AL) |375 |Ursula |N|N |216 ||2458000.5 |58000 |2017-Sep-04.0 |J2000 |.1059015834712286 |3.123638615595401 |2.792840340011972 |15.94276977621734 |336.5710332514313 |342.1462313143735 |189.031706630219 |.178530696478744 |2458958.140880486547 |2020-Apr-18.6408805 |2016.459953948938 |1.7843 |4.4137E-8 |1.3957E-7 |3.7966E-6 |1.8089E-5 |3.3497E-5 |.0001826 |375 Ursula (1893 AL) |Ursula |N|N |216 |2458000.5 |58000 |2017-Sep-04.0 |J2000 |.1059015834712286 |3.123638615595401 |2.792840340011972 |15.94276977621734 |336.5710332514313 |342.1462313143735 |189.031706630219 |2458958.140880486547 |2020-Apr-18.6408805 |2016.459953948938 |1.7843 |694.396031 |4.4137E-8 |1.6834E-8 |1.3957E-7 |3.7966E-6 |1.8089E-5 |3.3497E-5 |.0001826 |1.6301E-5
107 Camilla |107 |Camilla |N|N |210.370 ||2458000.5 |58000 |2017-Sep-04.0 |J2000 |.06573532957784638 |3.490663321211022 |3.261203417345916 |10.00214402896853 |172.61086924 |306.8638214096286 |235.6008330656283 |.1511270239019897 |2458823.643099906793 |2019-Dec-06.1430999 |2382.1020933587 |2.29049 |3.1833E-8 |1.1013E-7 |3.7418E-6 |2.1837E-5 |3.8357E-5 |.00021387 |107 Camilla |Camilla |N|N |210.370 |2458000.5 |58000 |2017-Sep-04.0 |J2000 |.06573532957784638 |3.490663321211022 |3.261203417345916 |10.00214402896853 |172.61086924 |306.8638214096286 |235.6008330656283 |2458823.643099906793 |2019-Dec-06.1430999 |2382.1020933587 |2.29049 |891.3899933 |3.1833E-8 |1.9021E-8 |1.1013E-7 |3.7418E-6 |2.1837E-5 |3.8357E-5 |.00021387 |1.947E-5
121 Hermione |121 |Hermione |N|N |209.00 ||2458000.5 |58000 |2017-Sep-04.0 |J2000 |.1333947755127489 |3.447138700555964 |2.987308407433992 |7.597526796234679 |73.13064374664354 |298.1911517573002 |126.2465103523 |.1539983035170508 |2457180.708434320045 |2015-Jun-07.2084343 |2337.68808992198 |1.99747 |3.2394E-8 |1.1088E-7 |3.4754E-6 |2.4231E-5 |2.7865E-5 |9.0941E-5 |121 Hermione |Hermione |N|N |209.00 |2458000.5 |58000 |2017-Sep-04.0 |J2000 |.1333947755127489 |3.447138700555964 |2.987308407433992 |7.597526796234679 |73.13064374664354 |298.1911517573002 |126.2465103523 |2457180.708434320045 |2015-Jun-07.2084343 |2337.68808992198 |1.99747 |777.3553999 |3.2394E-8 |1.5041E-8 |1.1088E-7 |3.4754E-6 |2.4231E-5 |2.7865E-5 |9.0941E-5 |1.53E-5
117 Lomia |117 |Lomia |N|N |208.974 ||2458000.5 |58000 |2017-Sep-04.0 |J2000 |.0278637000479154 |2.991490869777059 |2.908136865485514 |14.90086420403712 |348.7835559560114 |52.0916095553074 |34.00835135579938 |.1904901620992158 |2457821.969250794766 |2017-Mar-09.4692508 |1889.861376738689 |1.92496 |4.3642E-8 |1.3179E-7 |5.3623E-6 |1.7573E-5 |9.925E-5 |.00050845 |117 Lomia |Lomia |N|N |208.974 |2458000.5 |58000 |2017-Sep-04.0 |J2000 |.0278637000479154 |2.991490869777059 |2.908136865485514 |14.90086420403712 |348.7835559560114 |52.0916095553074 |34.00835135579938 |2457821.969250794766 |2017-Mar-09.4692508 |1889.861376738689 |1.92496 |749.1366832 |4.3642E-8 |1.2051E-8 |1.3179E-7 |5.3623E-6 |1.7573E-5 |9.925E-5 |.00050845 |1.142E-5
106 Dione |106 |Dione |N|N |207.869 ||2458000.5 |58000 |2017-Sep-04.0 |J2000 |.1661508719781144 |3.175664398542474 |2.648024989614788 |4.597147559777174 |62.15479146229219 |329.8557782112599 |121.1229960528856 |.1741615067884612 |2457305.036356589960 |2015-Oct-09.5363566 |2067.0468844603 |1.65521 |4.6881E-8 |1.4725E-7 |5.0175E-6 |6.2288E-5 |6.3906E-5 |8.5909E-5 |106 Dione |Dione |N|N |207.869 |2458000.5 |58000 |2017-Sep-04.0 |J2000 |.1661508719781144 |3.175664398542474 |2.648024989614788 |4.597147559777174 |62.15479146229219 |329.8557782112599 |121.1229960528856 |2457305.036356589960 |2015-Oct-09.5363566 |2067.0468844603 |1.65521 |644.1580757 |4.6881E-8 |1.3253E-8 |1.4725E-7 |5.0175E-6 |6.2288E-5 |6.3906E-5 |8.5909E-5 |1.2939E-5
41 Daphne |41 |Daphne |N|N |205.495 ||2458000.5 |58000 |2017-Sep-04.0 |J2000 |.2757893419848655 |2.76049219101215 |1.99917786609855 |15.79473008729498 |178.0905236017722 |45.86317838624925 |5.400470717382 |.2148939998356564 |2457975.369141430137 |2017-Aug-09.8691414 |1675.244540449318 |1.02639 |1.9936E-8 |5.5642E-8 |2.0414E-6 |9.3463E-6 |1.0652E-5 |3.2814E-5 |41 Daphne |Daphne |N|N |205.495 |2458000.5 |58000 |2017-Sep-04.0 |J2000 |.2757893419848655 |2.76049219101215 |1.99917786609855 |15.79473008729498 |178.0905236017722 |45.86317838624925 |5.400470717382 |2457975.369141430137 |2017-Aug-09.8691414 |1675.244540449318 |1.02639 |399.4401963 |1.9936E-8 |6.484E-9 |5.5642E-8 |2.0414E-6 |9.3463E-6 |1.0652E-5 |3.2814E-5 |5.9024E-6
94 Aurora |94 |Aurora |N|N |204.89 ||2458000.5 |58000 |2017-Sep-04.0 |J2000 |.09356239197613556 |3.156259809826802 |2.860952592321263 |7.971325092314663 |2.580423033751558 |60.59869102629349 |203.2224716574979 |.1757700822631738 |2458892.446606179345 |2020-Feb-12.9466062 |2048.130121831461 |1.88437 |3.1446E-8 |1.0221E-7 |3.7847E-6 |2.771E-5 |3.6378E-5 |.00013748 |94 Aurora |Aurora |N|N |204.89 |2458000.5 |58000 |2017-Sep-04.0 |J2000 |.09356239197613556 |3.156259809826802 |2.860952592321263 |7.971325092314663 |2.580423033751558 |60.59869102629349 |203.2224716574979 |2458892.446606179345 |2020-Feb-12.9466062 |2048.130121831461 |1.88437 |733.3402729 |3.1446E-8 |1.5035E-8 |1.0221E-7 |3.7847E-6 |2.771E-5 |3.6378E-5 |.00013748 |1.4634E-5
45 Eugenia |45 |Eugenia |N|N |202.327 ||2458000.5 |58000 |2017-Sep-04.0 |J2000 |.08399506498648018 |2.719553001321756 |2.491123970241558 |6.60400093601017 |147.6713443442752 |88.75662002024241 |265.975038609184 |.2197646233648338 |2458428.343935712638 |2018-Nov-05.8439357 |1638.11624677353 |1.49139 |3.5893E-8 |9.851E-8 |3.5543E-6 |3.4598E-5 |4.0604E-5 |9.9892E-5 |45 Eugenia |Eugenia |N|N |202.327 |2458000.5 |58000 |2017-Sep-04.0 |J2000 |.08399506498648018 |2.719553001321756 |2.491123970241558 |6.60400093601017 |147.6713443442752 |88.75662002024241 |265.975038609184 |2458428.343935712638 |2018-Nov-05.8439357 |1638.11624677353 |1.49139 |580.4042463 |3.5893E-8 |6.5125E-9 |9.851E-8 |3.5543E-6 |3.4598E-5 |4.0604E-5 |9.9892E-5 |5.8842E-6
19 Fortuna |19 |Fortuna |N|N |200 ||2458000.5 |58000 |2017-Sep-04.0 |J2000 |.1587423105768554 |2.441869184140099 |2.054241227723279 |1.573886851573366 |211.142699376109 |182.0977855063541 |42.30274147241892 |.2582976664332136 |2457836.724840678702 |2017-Mar-24.2248407 |1393.740814507447 |1.06019 |2.4537E-8 |6.0462E-8 |2.7174E-6 |.00010732 |.00010774 |4.1866E-5 |19 Fortuna |Fortuna |N|N |200 |2458000.5 |58000 |2017-Sep-04.0 |J2000 |.1587423105768554 |2.441869184140099 |2.054241227723279 |1.573886851573366 |211.142699376109 |182.0977855063541 |42.30274147241892 |2457836.724840678702 |2017-Mar-24.2248407 |1393.740814507447 |1.06019 |412.5941423 |2.4537E-8 |3.6928E-9 |6.0462E-8 |2.7174E-6 |.00010732 |.00010774 |4.1866E-5 |3.1616E-6
