486958 (2014 MU69)|486958|MU69||N|N|11.1||||||||||||||||||||2458000.5|||J2000|.04710496472429965|44.45801964187215|42.36382619492954|2.451806641801155|158.9860995817701|183.6616926244331|306.3056787099708|46.55221308881475|.003324902418234221|2474149.642000547787||108273.8543019219|296.44|41.3555||37.3692|||||||||||||TNO
2014 FE72|FE72|FE72||N|N|6.1||||||||||||||||||||2458000.5|||J2000|.9802039473007345|1836.416018408439|36.35378827818885|20.61655750700417|336.8037474504628|134.3877288487242|.2372851801762322|3636.478248538688|1.252412707315223E-5|2439054.254981063976||28744518.31231625|78698.20|35.404||31.2898|||||||||||||TNO
2015 GT50|GT50|GT50||N|N|8.571||||||||||||||||||||2458000.5|||J2000|.8851663096846467|334.8662123965416|38.45392293141978|8.779186418441611|46.09931998645448|129.2451402137047|1.020820003362989|631.2785018616635|.0001608411164312414|2451653.739756021073||2238233.655595756|6127.95|37.4676||33.0394|||||||||||||TNO
2013 FT28|FT28|FT28||N|N|6.7||||||||||||||||||||2458000.5|||J2000|.8605093605451954|312.2784589949932|43.55992193317257|17.32902616559877|217.7801728178982|40.26485122314616|357.2554463038477|580.9969960568139|.0001786039389068727|2473367.203069092715||2015633.038125271|5518.50|42.5649||38.3399|||||||||||||TNO
2015 KG163|KG163|KG163||N|N|8.265||||||||||||||||||||2458000.5|||J2000|.9500530398447623|810.9652608497975|40.50524957094678|13.96705084257486|219.0590532969216|32.00576678944552|359.9263226532733|1581.425272128648|4.267766967496905E-5|2459726.867613035210||8435324.673107542|23094.66|39.5004||35.2027|||||||||||||TNO
2012 VP113|VP113|VP113||N|N|4.0||||||||||||||||||||2458000.5|||J2000|.6852505526947458|255.7561734448861|80.49911423668465|24.08564040294906|90.73147666934486|293.8366525675021|3.42195471499272|431.0132326530876|.0002409710586464021|2443799.812439366202||1493955.340621462|4090.23|79.5763||75.8743|||||||||||||TNO
2010 GB174|GB174|GB174||N|N|6.5||||||||||||||||||||2458000.5|||J2000|.8658333866009802|363.6596824081408|48.79098801846335|21.56051113929758|130.7133644091558|347.7671713140413|3.405673548893901|678.5283767978182|.0001421220100764889|2434037.473111617299||2533034.818507358|6935.07|47.8115||43.5427|||||||||||||TNO
2015 RX245|RX245|RX245||N|N|6.2044||||||||||||||||||||2458000.5|||J2000|.8896889650188318|411.9984737934873|45.4479780548213|12.16649391935767|8.604905014136497|65.39841627111834|357.9162617513492|778.5489695321533|.000117858433123845|2475680.509766134081||3054512.014610901|8362.80|44.4821||40.489|||||||||||||TNO
2013 SY99|SY99|SY99||N|N|6.7958||||||||||||||||||||2458000.5|||J2000|.9257803328627702|672.8910683572018|49.94175111308648|4.233856634626933|29.47328661935095|32.32484927181858|359.2265096028004|1295.840385601317|5.646598758579723E-5|2471698.841785385508||6375519.412513561|17455.22|48.956||44.9141|||||||||||||TNO
2007 TG422|TG422|TG422||N|N|6.2||||||||||||||||||||2458000.5|||J2000|.9246163430432718|471.6963564995143|35.55819632609796|18.60341322650303|112.8921607220239|285.6562160137038|.4189863105987048|907.8345166729307|9.62078017127468E-5|2453645.486132728648||3741900.278263012|10244.76|34.6156||30.822|||||||||||||TNO
474640 (2004 VN112)|VN112|VN112||N|N|6.5||||||||||||||||||||2458000.5|||J2000|.849986242919312|315.3978568964308|47.31401748823075|25.59270390218698|65.98210050060693|326.990576992077|.5190501004160298|583.4816963046308|.0001759608158311014|2455050.694965484545||2045910.041389847|5601.40|46.3494||42.4649|||||||||||||TNO
2014 SR349|SR349|SR349||N|N|6.6||||||||||||||||||||2458000.5|||J2000|.8381276582214374|294.0554025698871|47.59943662662557|17.98484386101143|34.75185269399812|341.2502623003415|357.4417655171608|540.5113685131486|.0001954610959301389|2471088.702901274606||1841798.738960668|5042.57|46.606||42.6585|||||||||||||TNO
